longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-119.73,36.8,24,1316,249,781,260,3.7578,69200,INLAND
-122.24,37.8,52,1591,373,1118,347,2.1563,128600,NEAR BAY
-121.94,38.03,27,1654,478,1141,420,1.4871,87100,INLAND
-122.28,37.86,52,2031,450,958,445,1.9327,169900,NEAR BAY
-122.07,37.58,16,1606,240,1117,268,6.0661,247000,NEAR BAY
-122.09,37.67,48,1252,305,673,308,2.3357,175000,NEAR BAY
-120.99,38.67,8,4913,744,2005,723,5.4413,187900,INLAND
-121.39,39.39,52,189,34,121,37,3.0208,60000,INLAND
-122.16,37.75,40,1227,294,928,261,1.8235,95200,NEAR BAY
-119.85,36.74,35,1191,190,537,182,3.5375,96700,INLAND
-121.65,39.76,31,1599,318,794,303,3.0,96700,INLAND
-122.3,37.92,32,3943,605,1524,614,6.0677,321600,NEAR BAY
-121.85,37.66,14,4236,701,1833,663,5.6399,300600,INLAND
-119.81,36.73,50,772,194,606,167,2.2206,59200,INLAND
-121.99,37.54,26,2332,371,1285,404,5.388,225000,<1H OCEAN
-122.31,38.01,18,4123,874,1895,772,3.2759,195000,NEAR BAY
-122.21,37.8,38,2254,535,951,487,3.0812,233100,NEAR BAY
-122.09,37.65,27,2630,722,1414,634,2.8203,195200,NEAR BAY
-122.3,38.0,34,1712,317,956,341,4.4394,162000,NEAR BAY
-121.81,37.99,18,2807,445,1315,437,4.8194,170400,INLAND
-122.22,37.81,52,1971,335,765,308,6.5217,273700,NEAR BAY
-121.84,39.73,52,857,232,520,198,0.987,112500,INLAND
-121.95,37.94,27,1469,216,578,219,5.9346,253600,INLAND
-122.32,37.93,40,1141,213,434,196,3.9464,186900,NEAR BAY
-122.28,37.88,52,2495,491,1058,464,4.1429,259600,NEAR BAY
-122.07,37.96,34,1692,290,836,289,5.0172,197100,NEAR BAY
-120.01,38.89,24,1669,422,589,281,3.0089,100800,INLAND
-121.96,37.52,26,4211,741,2352,734,5.2396,223900,<1H OCEAN
-120.22,36.49,14,1508,347,1679,345,2.4786,56000,INLAND
-120.77,38.38,15,4221,816,1737,743,2.3125,128600,INLAND
-122.27,37.88,52,1693,391,669,367,3.5417,287500,NEAR BAY
-119.79,36.72,41,1562,322,927,277,1.3047,44100,INLAND
-120.81,38.67,14,8396,1578,3952,1474,3.0565,118800,INLAND
-119.81,36.6,24,2246,462,1291,394,2.4006,76400,INLAND
-121.8,38.0,34,2738,475,1316,459,3.5368,122500,INLAND
-119.39,36.64,38,949,190,578,187,2.3618,80000,INLAND
-122.09,37.6,36,385,94,295,92,2.9706,147900,NEAR BAY
-121.97,37.54,31,1949,344,986,322,4.6349,196200,<1H OCEAN
-122.16,37.75,24,1790,454,1137,386,2.537,107900,NEAR BAY
-122.41,37.94,52,154,33,89,38,3.2875,275000,NEAR BAY
-122.07,37.94,43,1454,234,683,258,4.475,265700,NEAR BAY
-122.18,37.77,52,1748,362,1029,366,2.0556,100000,NEAR BAY
-119.44,36.59,28,1343,330,1331,305,1.516,56700,INLAND
-122.33,37.89,42,1342,291,551,266,4.5268,207400,NEAR BAY
-121.79,38.0,36,1141,234,562,213,2.5893,108500,INLAND
-121.82,39.73,44,2923,659,1371,626,2.2925,85800,INLAND
-122.23,37.76,52,1705,246,658,253,5.75,306300,NEAR BAY
-121.71,37.99,27,3861,718,2085,707,3.3558,129700,INLAND
-119.56,36.53,19,2746,495,1670,518,3.2019,95700,INLAND
-119.81,36.73,51,956,196,662,180,2.101,56700,INLAND
-121.62,39.5,18,2105,416,974,385,1.6346,63300,INLAND
-120.85,38.69,18,5928,1097,2697,1096,3.4872,141400,INLAND
-122.27,37.9,52,1803,240,572,236,6.174,358800,NEAR BAY
-119.32,36.62,15,1070,256,1070,243,1.5642,51500,INLAND
-121.98,37.8,16,2498,330,1027,343,8.155,343700,<1H OCEAN
-122.32,37.99,24,4865,968,2315,893,4.2852,173500,NEAR BAY
-121.88,38.03,52,1225,250,725,231,2.0,101400,INLAND
-122.1,37.72,30,2599,366,922,350,5.8382,330200,NEAR BAY
-122.07,38.0,37,978,202,462,184,3.625,156300,NEAR BAY
-122.15,37.76,39,1823,286,763,270,6.0749,196900,NEAR BAY
-121.88,37.64,20,1309,184,514,172,10.9506,475800,INLAND
-121.61,39.77,25,1612,313,837,303,2.963,89500,INLAND
-122.0,37.98,31,2030,337,867,341,5.0915,193200,INLAND
-121.92,37.73,24,1407,327,501,295,2.4821,157200,<1H OCEAN
-122.21,37.82,52,2375,333,813,350,7.0549,331400,NEAR BAY
-122.07,37.69,31,5914,1309,2999,1295,3.0964,190500,NEAR BAY
-121.6,39.75,19,2888,591,984,499,1.9766,92600,INLAND
-121.97,37.64,32,1283,194,485,171,6.0574,431000,<1H OCEAN
-119.84,36.85,8,3791,487,1424,475,10.5144,345900,INLAND
-120.02,36.8,25,1270,255,1050,245,2.1618,55300,INLAND
-122.25,37.8,36,1678,606,1645,543,2.2303,116700,NEAR BAY
-122.17,37.74,47,463,134,327,137,2.15,97200,NEAR BAY
-121.96,37.96,28,1838,273,899,270,5.2145,229200,INLAND
-122.2,37.76,47,1116,259,826,279,1.75,85700,NEAR BAY
-122.25,37.79,51,175,43,228,55,2.1,75000,NEAR BAY
-119.98,36.74,26,1453,251,896,260,3.4861,112500,INLAND
-122.26,37.88,52,1149,255,483,249,4.2788,332500,NEAR BAY
-119.83,36.8,24,3756,681,1586,739,3.8571,90100,INLAND
-121.46,39.4,17,3659,735,1970,667,2.425,96200,INLAND
-122.25,37.82,52,2474,403,1104,398,5.883,340700,NEAR BAY
-122.05,38.0,36,2476,472,1213,393,3.7333,136400,NEAR BAY
-122.0,37.98,35,1192,201,535,172,4.9219,182000,INLAND
-119.48,37.0,16,2904,551,1467,509,3.1736,111800,INLAND
-121.87,39.82,11,5103,825,2456,810,4.5032,159700,INLAND
-120.16,39.01,16,1463,264,54,26,4.975,206300,INLAND
-121.81,38.01,52,1124,245,528,226,2.2639,128500,INLAND
-121.67,39.34,22,1217,224,537,187,2.6607,84600,INLAND
-122.2,38.04,31,3029,500,1236,487,5.6022,197000,NEAR BAY
-122.26,37.86,52,2888,604,1253,538,3.3893,241700,NEAR BAY
-121.82,38.01,47,1265,254,587,247,2.6364,93500,INLAND
-119.87,36.54,34,1370,287,818,269,2.4044,72500,INLAND
-121.71,39.71,17,2748,556,1174,514,3.066,102600,INLAND
-122.25,37.76,52,2876,648,1340,632,3.567,252900,NEAR BAY
-122.1,37.66,37,901,191,599,206,3.7303,149700,NEAR BAY
-119.77,36.8,24,3748,770,1827,719,2.7222,83100,INLAND
-122.32,37.94,46,1901,295,833,352,5.5196,210800,NEAR BAY
-122.19,37.73,44,1066,253,825,244,2.1538,79700,NEAR BAY
-122.08,37.64,23,1897,440,1109,418,3.142,179500,NEAR BAY
-122.27,37.86,52,2307,583,1127,548,1.8447,198200,NEAR BAY
-122.27,37.78,52,1408,280,718,265,2.6806,207900,NEAR BAY
-122.17,37.72,5,1692,398,814,328,3.663,158300,NEAR BAY
-121.8,37.7,22,5533,943,2474,910,4.7361,216800,INLAND
-122.36,37.93,42,1796,389,1107,372,1.9375,87000,NEAR BAY
-122.03,37.98,45,2842,567,1261,535,3.6042,138200,NEAR BAY
-121.84,37.99,13,4545,952,2188,901,3.3625,126100,INLAND
-121.89,39.76,15,10265,1860,4591,1906,3.07,142600,INLAND
-122.17,37.76,41,1594,367,1074,355,1.9356,90600,NEAR BAY
-121.99,37.98,23,2293,411,969,399,4.4536,184000,INLAND
-122.0,37.95,9,2214,256,848,239,6.8145,339200,INLAND
-119.86,36.81,4,4530,1070,1804,837,3.3942,72100,INLAND
-122.0,37.58,6,4405,717,2071,688,5.8151,295600,<1H OCEAN
-119.78,36.76,47,1425,323,949,325,1.7344,51300,INLAND
-122.23,37.8,52,1252,299,844,280,2.3929,111900,NEAR BAY
-120.34,38.25,17,5497,1056,997,408,2.9821,111500,INLAND
-122.11,37.67,32,3028,811,2037,703,3.0645,165400,NEAR BAY
-122.04,37.97,26,2470,626,1174,573,2.9861,160900,NEAR BAY
-122.18,37.81,30,292,38,126,52,6.3624,483300,NEAR BAY
-122.07,37.88,11,1077,318,590,264,3.5536,387200,NEAR BAY
-122.01,37.94,18,2077,298,937,292,6.3809,273600,NEAR BAY
-122.36,37.94,45,907,188,479,161,3.0862,79000,NEAR BAY
-122.28,37.89,52,2616,473,1085,487,4.125,270900,NEAR BAY
-122.1,38.02,28,4308,824,2086,776,3.6523,159700,NEAR BAY
-122.01,37.95,8,3866,539,1555,513,6.0901,298200,NEAR BAY
-119.97,36.44,18,1128,237,772,220,2.1771,39200,INLAND
-121.57,39.48,15,202,54,145,40,0.8252,42500,INLAND
-122.24,38.01,16,2084,315,1154,307,6.0102,235600,NEAR BAY
-122.04,37.63,21,1307,236,586,249,4.7813,241900,NEAR BAY
-120.78,38.73,31,3117,616,1606,588,2.9844,127900,INLAND
-122.03,37.95,32,1955,313,804,317,4.9485,202300,NEAR BAY
-120.58,38.77,15,2155,394,857,356,4.03,141200,INLAND
-122.35,37.93,41,268,75,198,82,3.2222,156300,NEAR BAY
-120.76,38.65,17,2319,430,1126,372,3.5511,155900,INLAND
-119.63,36.58,22,1794,435,1127,359,1.2647,55300,INLAND
-119.81,36.81,33,3972,594,1324,561,5.4513,143300,INLAND
-119.7,36.83,23,3532,756,1885,758,2.5904,71400,INLAND
-122.19,37.8,52,1813,271,637,277,4.0114,263400,NEAR BAY
-122.28,37.8,52,215,87,904,88,0.8668,137500,NEAR BAY
-122.34,37.95,45,1128,240,702,270,3.6719,134100,NEAR BAY
-121.78,38.0,8,2371,375,1094,396,5.3245,174500,INLAND
-121.54,39.48,29,2896,596,1809,617,1.8047,53800,INLAND
-122.26,37.84,42,2555,665,1206,595,2.0804,226700,NEAR BAY
-119.73,36.73,9,1621,428,678,394,2.2437,54200,INLAND
-122.29,37.84,35,1872,419,1017,414,2.2106,132500,NEAR BAY
-119.54,36.7,20,1815,375,1665,357,2.2448,58900,INLAND
-122.04,37.99,38,2675,541,1378,480,3.8897,139900,NEAR BAY
-119.43,36.59,15,1371,306,1266,309,1.767,63300,INLAND
-119.79,36.77,43,2323,502,1144,471,2.3967,58700,INLAND
-121.74,39.59,24,1535,279,726,272,2.3833,95100,INLAND
-122.17,37.76,38,1764,397,987,354,2.4333,98200,NEAR BAY
-121.54,40.06,17,858,262,47,27,2.4028,67500,INLAND
-122.26,38.04,41,2512,539,1179,480,2.694,123000,NEAR BAY
-119.8,36.78,50,1818,374,737,338,2.2614,73000,INLAND
-122.14,37.7,17,1463,292,695,330,4.5859,187200,NEAR BAY
-122.03,37.83,24,5948,738,1997,710,9.8708,500001,NEAR BAY
-122.26,37.77,52,1704,371,663,340,4.226,275000,NEAR BAY
-122.16,37.71,37,1507,242,632,253,4.5553,191000,NEAR BAY
-121.41,39.72,17,1583,331,730,306,2.3895,87500,INLAND
-122.26,38.0,14,2338,391,1003,398,4.2269,170500,NEAR BAY
-121.81,38.0,37,2724,579,1400,540,2.905,97300,INLAND
-120.02,38.86,19,2429,459,883,300,3.017,97600,INLAND
-122.01,37.92,16,2638,345,1055,334,8.1163,365800,NEAR BAY
-122.1,37.63,18,9963,2031,5613,1946,3.8171,187200,NEAR BAY
-121.97,37.95,8,4253,709,1883,662,5.431,246700,INLAND
-122.18,37.73,44,548,119,435,136,2.1111,79700,NEAR BAY
-122.24,37.81,52,2026,482,709,456,3.2727,268500,NEAR BAY
-122.26,37.77,52,1848,479,921,477,2.875,234000,NEAR BAY
-122.14,37.68,27,3337,613,1489,607,3.6364,219200,NEAR BAY
-122.17,37.75,43,1587,320,907,306,1.9821,98300,NEAR BAY
-121.99,37.56,20,6462,1294,3288,1235,4.3393,231200,<1H OCEAN
-122.33,37.92,26,3887,779,2512,740,2.2301,122400,NEAR BAY
-122.17,37.77,30,3326,746,1704,703,2.875,135300,NEAR BAY
-122.08,37.61,6,2605,474,1568,433,5.0406,261400,NEAR BAY
-120.41,38.33,17,1463,338,529,226,3.024,100900,INLAND
-120.79,38.24,19,1003,235,538,190,2.9821,90400,INLAND
-122.25,37.79,52,902,237,846,227,3.625,125000,NEAR BAY
-122.06,37.68,30,5367,1207,2667,1047,3.1796,170300,NEAR BAY
-122.25,37.83,35,1613,428,675,422,3.4722,243100,NEAR BAY
-122.23,37.82,52,1611,203,556,179,8.7477,500001,NEAR BAY
-122.2,37.77,39,2689,597,1888,537,2.2562,94800,NEAR BAY
-119.76,36.83,22,2803,438,1234,457,4.5179,99600,INLAND
-120.1,38.91,33,1561,282,30,11,1.875,500001,INLAND
-119.75,36.83,15,2793,436,1411,441,4.9292,109400,INLAND
-122.29,37.87,50,1829,536,1129,516,2.6684,185600,NEAR BAY
-121.85,39.77,17,5273,1177,2446,1199,1.9362,89900,INLAND
-122.0,38.03,4,2341,408,1235,431,6.0424,165900,INLAND
-120.18,36.59,25,948,198,613,171,2.3026,90600,INLAND
-121.66,37.93,19,2055,358,1064,350,4.7426,263100,INLAND
-119.72,36.8,23,2128,442,1047,450,2.625,71500,INLAND
-122.29,37.87,52,2225,460,1145,430,2.6165,150000,NEAR BAY
-119.79,36.74,52,173,87,401,84,2.1094,75000,INLAND
-122.13,38.01,51,1262,309,608,298,2.1974,139300,NEAR BAY
-122.16,37.72,10,2229,601,877,485,3.3431,137500,NEAR BAY
-122.2,37.81,45,2964,436,1067,426,6.7851,323500,NEAR BAY
-122.24,37.83,41,2576,406,794,376,5.956,366100,NEAR BAY
-122.09,37.66,40,1340,313,766,271,3.4722,135400,NEAR BAY
-119.83,36.73,21,1702,358,1347,316,2.4137,62100,INLAND
-121.99,37.96,16,3324,479,1470,461,7.6166,260400,INLAND
-121.99,37.92,14,1780,224,764,226,9.0243,427700,INLAND
-121.77,37.68,36,1687,372,950,372,3.5532,158400,INLAND
-121.97,37.52,23,4925,948,2530,894,5.0824,230900,<1H OCEAN
-122.23,37.82,52,3051,381,1005,369,8.1872,466100,NEAR BAY
-122.21,37.8,52,3519,711,1883,706,3.4861,187100,NEAR BAY
-122.01,37.56,24,2563,485,1174,501,3.8179,216100,NEAR BAY
-119.44,36.61,17,1531,280,775,246,3.9073,91600,INLAND
-122.18,37.75,36,1047,214,651,166,1.712,82100,NEAR BAY
-122.15,37.73,28,2215,587,830,573,2.1898,141700,NEAR BAY
-122.26,37.9,52,1927,279,705,288,7.8864,357300,NEAR BAY
-122.37,37.95,35,215,45,100,34,1.6023,81300,NEAR BAY
-122.25,37.77,43,4329,1110,2086,1053,2.975,243400,NEAR BAY
-120.46,36.87,20,1287,310,954,269,1.3386,63000,INLAND
-119.28,37.11,34,1901,394,171,73,3.0729,144600,INLAND
-122.33,37.98,32,1967,348,1144,364,4.4135,150100,NEAR BAY
-119.87,36.72,30,1584,316,984,300,2.0658,67900,INLAND
-122.12,37.68,40,1553,253,724,267,4.38,196400,NEAR BAY
-121.94,38.02,29,5765,1170,3266,1131,2.7907,113900,INLAND
-122.26,37.77,52,1670,350,793,299,2.9732,282100,NEAR BAY
-122.14,37.67,36,1487,249,641,243,4.0682,196200,NEAR BAY
-122.17,37.71,38,890,200,481,198,3.244,179800,NEAR BAY
-122.27,37.84,52,1688,337,853,325,2.1806,99700,NEAR BAY
-119.68,36.63,39,1237,256,638,239,3.0139,65300,INLAND
-119.55,36.72,6,1186,234,1135,218,2.1515,63900,INLAND
-122.19,37.76,26,1293,297,984,303,1.9479,85800,NEAR BAY
-120.5,38.87,10,81,41,55,16,4.9583,87500,INLAND
-122.34,37.95,39,1986,427,1041,385,3.2333,135100,NEAR BAY
-122.25,37.81,28,5806,1603,2563,1497,3.2177,273400,NEAR BAY
-121.93,37.78,2,227,35,114,49,3.1591,434700,<1H OCEAN
-122.2,37.88,36,1065,160,398,155,7.7736,378100,NEAR BAY
-119.41,36.68,18,1802,332,945,292,3.4044,115300,INLAND
-122.03,37.99,35,3103,537,1614,566,4.9022,169300,NEAR BAY
-122.26,37.86,52,3497,832,1493,794,2.9044,257400,NEAR BAY
-122.26,37.87,52,1087,371,3337,350,1.4012,175000,NEAR BAY
-122.06,37.67,22,3882,816,1830,743,4.2733,180700,NEAR BAY
-122.29,37.89,52,3171,698,1498,696,3.1795,218200,NEAR BAY
-120.45,36.86,34,673,173,539,182,2.3523,66000,INLAND
-120.65,38.5,10,1783,337,638,262,2.65,116700,INLAND
-119.71,36.82,12,2144,568,1320,566,2.3381,112500,INLAND
-119.82,36.82,28,2268,336,752,330,5.2809,151500,INLAND
-119.85,36.82,16,1852,274,887,286,5.5405,119300,INLAND
-121.97,37.79,17,5688,824,2111,773,6.6131,312500,<1H OCEAN
-122.13,37.75,36,768,93,229,93,5.3602,330000,NEAR BAY
-122.16,37.74,44,1097,239,609,215,2.0227,103100,NEAR BAY
-119.45,36.6,42,510,88,247,99,2.5,73000,INLAND
-122.06,37.99,16,2445,469,721,474,2.8043,87500,NEAR BAY
-122.0,37.96,28,4071,713,2033,647,4.5833,190700,INLAND
-121.89,37.66,3,1565,464,769,461,2.1187,231300,INLAND
-121.93,37.66,24,3166,424,1081,400,8.3337,500001,<1H OCEAN
-121.54,39.6,15,886,204,576,205,2.1467,84100,INLAND
-121.7,37.98,9,3079,519,1562,512,5.1041,172900,INLAND
-121.63,39.75,37,1296,296,569,257,1.8616,70500,INLAND
-121.68,37.98,19,3388,599,1707,575,3.6411,162800,INLAND
-119.78,36.75,49,1175,307,982,278,1.2937,52000,INLAND
-122.02,37.6,36,1633,345,1382,338,3.694,159600,NEAR BAY
-122.11,37.83,19,5130,741,1887,712,7.203,369900,NEAR BAY
-122.18,37.88,36,542,119,231,121,4.9,354200,NEAR BAY
-122.11,37.7,23,1689,461,828,443,2.1552,161400,NEAR BAY
-122.19,37.79,47,1229,243,582,256,2.9514,198100,NEAR BAY
-121.98,37.96,12,5048,1122,2209,1014,3.1573,126700,INLAND
-120.54,38.07,37,736,148,339,140,2.2875,79900,INLAND
-121.47,39.49,17,1554,242,553,230,3.2174,91800,INLAND
-119.78,36.71,35,1987,394,1233,383,1.3587,45300,INLAND
-120.56,38.09,34,2745,559,1150,491,2.3654,94900,INLAND
-122.28,37.96,35,1579,243,734,264,5.5,201000,NEAR BAY
-119.79,36.7,23,1731,363,1210,341,1.3922,49500,INLAND
-122.33,37.93,27,2158,424,1220,442,3.0156,111500,NEAR BAY
-121.44,39.5,26,1652,325,790,292,3.0446,90800,INLAND
-120.37,36.13,10,2522,533,1335,493,3.2639,86400,INLAND
-122.17,37.72,43,3783,814,2139,789,4.0202,166300,NEAR BAY
-122.27,37.87,49,1350,368,707,350,2.8846,211300,NEAR BAY
-120.87,38.71,13,2692,470,1302,420,4.0,167400,INLAND
-121.81,38.01,47,1942,430,1074,393,2.2361,105100,INLAND
-122.09,37.89,35,880,139,352,132,6.8686,406500,NEAR BAY
-122.18,37.76,52,754,175,447,165,3.9063,93800,NEAR BAY
-122.29,37.81,20,835,161,290,133,2.483,137500,NEAR BAY
-119.9,36.79,22,1970,332,1066,319,3.3125,106100,INLAND
-121.55,39.51,50,1050,288,485,260,1.1607,51700,INLAND
-122.31,37.92,38,1250,236,631,279,3.724,220100,NEAR BAY
-122.25,37.82,26,3959,1196,1749,1217,3.0233,255000,NEAR BAY
-122.27,37.9,52,2041,270,671,253,6.9414,417500,NEAR BAY
-122.19,37.79,28,3144,761,1737,669,2.9297,140500,NEAR BAY
-121.97,37.8,17,3279,418,1222,381,7.9168,356000,<1H OCEAN
-121.89,38.02,36,2707,550,1827,545,3.3371,94600,INLAND
-122.28,37.87,49,2026,548,963,521,1.9805,173700,NEAR BAY
-121.78,37.66,25,1947,418,900,354,3.8523,193000,INLAND
-122.18,39.75,30,4157,834,1885,774,1.6948,67500,INLAND
-122.26,37.83,52,2432,715,1377,696,2.5898,176000,NEAR BAY
-122.16,37.73,52,2260,416,994,412,4.1164,198200,NEAR BAY
-122.11,37.89,32,2372,516,1067,492,4.3235,279500,NEAR BAY
-122.35,37.94,34,1880,459,1358,422,1.6571,105200,NEAR BAY
-122.23,37.76,52,2269,323,805,321,4.7188,335300,NEAR BAY
-122.04,37.57,12,5719,1064,3436,1057,5.2879,231200,NEAR BAY
-122.41,37.98,36,60,15,42,25,1.4583,67500,NEAR BAY
-122.28,37.81,52,340,97,200,87,1.5208,112500,NEAR BAY
-122.02,37.97,36,2342,436,1191,416,4.0,171000,NEAR BAY
-122.23,38.06,52,1350,266,490,257,3.125,171100,NEAR BAY
-121.99,37.97,22,2823,509,1271,474,5.1333,207200,INLAND
-122.02,37.8,11,6200,907,2286,896,7.6518,359300,NEAR BAY
-119.73,36.77,24,4410,939,2362,862,2.9406,73000,INLAND
-119.67,36.65,20,2512,449,1464,450,3.9211,92300,INLAND
-122.35,37.92,36,921,200,585,236,1.9224,94000,NEAR BAY
-121.59,39.77,24,1535,276,664,273,2.3068,97300,INLAND
-119.81,36.77,43,2341,395,890,375,3.4265,85000,INLAND
-122.33,37.94,42,1695,345,719,334,3.9417,139100,NEAR BAY
-120.93,38.77,9,2229,355,788,341,5.5111,196300,INLAND
-119.8,36.8,43,1951,288,725,308,6.3359,169300,INLAND
-122.05,37.87,30,2296,329,847,322,6.7192,397500,NEAR BAY
-119.74,36.79,28,2857,619,1614,592,2.1573,71400,INLAND
-121.83,38.0,15,6365,1646,3838,1458,2.5495,103600,INLAND
-121.93,37.89,13,2085,292,852,264,7.3445,366700,INLAND
-121.91,37.71,25,4377,668,2038,671,5.7233,231800,<1H OCEAN
-119.75,36.74,39,1740,351,1098,347,1.8958,51300,INLAND
-122.07,37.63,35,1931,376,1175,337,3.7292,168100,NEAR BAY
-121.88,37.67,16,4070,624,1543,577,6.5214,311500,INLAND
-119.82,36.83,14,2982,412,1408,423,5.3241,123000,INLAND
-122.07,37.63,24,2329,465,1401,453,4.5913,177600,NEAR BAY
-122.01,37.59,2,838,295,240,149,2.875,237500,NEAR BAY
-122.16,37.77,45,2324,397,968,384,3.5739,176000,NEAR BAY
-122.14,37.72,45,1397,253,555,248,2.983,202700,NEAR BAY
-119.75,36.75,49,2331,460,1290,477,2.5111,55400,INLAND
-120.79,38.43,40,1391,246,546,214,3.9107,129800,INLAND
-122.34,37.94,44,1917,444,936,435,2.7391,140300,NEAR BAY
-122.34,37.93,30,2515,481,1327,428,2.1287,95000,NEAR BAY
-121.93,37.93,16,2169,262,877,245,6.6049,312600,INLAND
-122.28,37.86,52,3007,691,1582,636,2.5652,157700,NEAR BAY
-122.28,37.82,52,1170,235,701,233,1.6098,87500,NEAR BAY
-121.97,37.87,4,1029,126,416,122,13.4883,500001,INLAND
-122.07,37.98,12,6915,1639,2940,1468,4.0154,186100,NEAR BAY
-122.08,37.64,36,786,133,463,160,3.9338,182700,NEAR BAY
-121.96,38.02,35,2691,542,1409,505,3.016,95300,INLAND
-121.55,39.48,41,461,107,284,90,2.2045,41800,INLAND
-122.2,37.89,37,3881,560,1315,517,7.3195,367500,NEAR BAY
-119.78,36.78,31,2164,456,959,463,2.3293,73400,INLAND
-119.21,37.25,44,3042,697,335,115,4.1838,85600,INLAND
-122.03,37.91,29,5438,871,2310,890,5.0362,275300,NEAR BAY
-122.19,37.78,52,2492,415,1109,375,4.3125,164400,NEAR BAY
-122.27,37.83,48,1798,432,987,374,1.0972,104500,NEAR BAY
-122.14,37.73,43,2264,390,931,368,3.8125,235100,NEAR BAY
-122.02,37.98,40,1797,401,756,369,2.8456,165500,NEAR BAY
-122.25,37.82,32,3809,1098,1806,1022,2.6429,218500,NEAR BAY
-119.59,36.52,35,990,192,674,178,3.3214,101600,INLAND
-122.24,37.81,52,2093,550,918,483,2.7477,243800,NEAR BAY
-119.53,36.65,43,1676,320,1056,276,2.5562,93200,INLAND
-122.01,37.97,34,3259,498,1250,478,5.3794,206200,NEAR BAY
-121.82,38.01,42,1017,253,798,266,2.1719,99100,INLAND
-120.35,36.14,9,2671,647,1484,541,1.7075,60400,INLAND
-122.08,37.71,35,2211,350,1004,365,5.4639,238600,NEAR BAY
-121.84,39.75,29,4362,1053,2053,1000,1.7284,74500,INLAND
-119.69,36.73,30,2437,349,1005,380,7.2211,171700,INLAND
-122.27,37.77,52,2388,559,1121,518,3.3269,234500,NEAR BAY
-122.25,37.89,41,1125,195,356,181,6.1593,344000,NEAR BAY
-121.96,37.76,8,3865,463,1548,432,9.7037,425100,<1H OCEAN
-122.02,38.0,28,2965,533,1591,472,4.6375,178200,NEAR BAY
-119.78,36.65,27,1226,240,706,211,2.77,68400,INLAND
-120.36,38.21,10,4300,845,1480,609,2.8208,139900,INLAND
-120.19,36.61,29,1479,338,1408,322,2.293,57200,INLAND
-121.97,37.57,21,4342,783,2172,789,4.6146,247600,<1H OCEAN
-122.09,37.65,35,1184,200,572,194,4.7143,193800,NEAR BAY
-122.0,37.96,32,3364,666,1980,678,3.7,179000,INLAND
-122.19,37.74,43,707,147,417,155,2.5139,83400,NEAR BAY
-119.83,36.72,28,60,10,46,13,4.35,67500,INLAND
-121.96,37.95,25,4026,791,1850,709,4.1483,181200,INLAND
-122.01,37.94,26,1619,224,706,220,6.0704,268000,NEAR BAY
-120.37,38.23,13,4401,829,924,383,2.6942,123500,INLAND
-122.17,37.88,33,3626,502,1348,480,7.6107,423200,NEAR BAY
-119.82,36.8,33,1670,256,528,250,2.9471,99500,INLAND
-121.57,39.76,20,1384,257,557,232,2.0882,104900,INLAND
-119.69,36.75,13,2343,409,1347,405,4.0027,93100,INLAND
-121.92,37.48,23,4314,676,1972,623,5.3813,264400,<1H OCEAN
-120.76,38.6,14,2925,625,1226,437,2.5865,133800,INLAND
-119.7,36.82,25,2379,540,1482,484,2.3173,68200,INLAND
-120.78,38.74,28,4236,877,2008,881,2.1603,111300,INLAND
-122.28,37.86,52,938,195,393,189,3.8594,196400,NEAR BAY
-119.85,36.82,15,1387,236,638,195,5.5842,88900,INLAND
-122.34,37.94,31,1611,455,786,411,1.681,145500,NEAR BAY
-122.12,37.71,38,1164,284,632,289,3.0345,152100,NEAR BAY
-120.02,38.76,15,3142,618,725,285,4.3333,121400,INLAND
-122.07,37.67,27,3239,671,1469,616,3.2465,230600,NEAR BAY
-121.53,39.52,24,1028,185,471,186,2.9688,86400,INLAND
-119.8,36.72,43,1286,360,972,345,0.9513,50400,INLAND
-122.04,37.66,10,2031,357,867,352,5.3169,299200,NEAR BAY
-119.77,36.78,36,3616,779,1994,786,2.5434,67300,INLAND
-122.36,37.94,43,369,107,371,111,1.6,79400,NEAR BAY
-122.28,37.85,49,1130,244,607,239,2.4597,93800,NEAR BAY
-122.16,37.77,39,1583,349,857,316,3.0958,145800,NEAR BAY
-122.25,37.8,43,2364,792,1359,722,2.1429,250000,NEAR BAY
-119.62,36.58,13,1788,405,1652,411,2.6858,62400,INLAND
-121.93,38.01,9,2294,389,1142,365,5.3363,160800,INLAND
-119.74,36.77,30,2427,482,1375,518,2.5737,76900,INLAND
-122.06,37.64,20,1655,450,857,430,3.5541,350000,NEAR BAY
-121.93,37.93,16,2876,391,1089,377,6.299,286900,INLAND
-121.94,37.54,31,2537,382,1067,410,6.7599,356000,<1H OCEAN
-121.54,39.5,38,1438,310,779,275,1.3289,39400,INLAND
-119.7,36.8,31,1746,321,1186,360,2.6932,66400,INLAND
-122.51,39.3,19,1629,386,551,214,1.7463,68800,INLAND
-119.68,36.81,16,2668,454,1536,457,3.9792,88900,INLAND
-122.05,37.95,22,5175,1213,2804,1091,2.85,144600,NEAR BAY
-122.08,37.68,26,1167,370,253,137,2.4196,275000,NEAR BAY
-121.85,38.0,26,3364,570,1806,566,4.2647,133400,INLAND
-121.97,37.56,13,8918,1823,4518,1772,4.8052,254000,<1H OCEAN
